stemmed_tokens
"['gerak', 'kerja', 'ada', 'pada', 'game', 'yang', 'milik', 'genre', 'rts', 'realtime', 'strategy', 'gerak', 'kerja', 'milik', 'bagai', 'macam', 'gerak', 'oleh', 'sebab', 'itu', 'butuh', 'buah', 'dekat', 'konsep', 'ai', 'untuk', 'desain', 'perilaku', 'kerja', 'sebut', 'perilaku', 'karakter', 'sebut', 'harus', 'tambah', 'dengan', 'ai', 'artifical', 'intelegent', 'agar', 'perilaku', 'jadi', 'lebih', 'hidup', 'dan', 'realistisdalam', 'teliti', 'ini', 'ai', 'yang', 'guna', 'adalah', 'finite', 'state', 'machine', 'finite', 'state', 'machine', 'guna', 'untuk', 'tentu', 'gerak', 'kerja', 'hadap', 'parameterparameter', 'yang', 'guna', 'bagai', 'dasar', 'gerak', 'yang', 'akan', 'laku', 'lanjut', 'akan', 'simulasi', 'pada', 'game', 'rts', 'dengan', 'guna', 'game', 'enginehasil', 'yang', 'di', 'oleh', 'dalam', 'teliti', 'ini', 'adalah', 'terap', 'metode', 'finite', 'state', 'machine', 'untuk', 'tentu', 'gerak', 'kerja', 'dasar', 'parameter', 'jumlah', 'harta', 'prajurit', 'kondisi', 'bangun', 'dan', 'stockpile', 'jumlah', 'resources', 'yang', 'di', 'bawa', 'kata', 'kunci', 'game', 'realtime', 'strategy', 'gerak', 'kerja', 'finite', 'state', 'machine']"
"['kembang', 'game', 'yang', 'makin', 'pesat', 'beri', 'bagai', 'alternative', 'bagi', 'minat', 'mulai', 'dari', 'bentuk', 'game', 'cerita', 'maupun', 'media', 'saji', 'ada', 'game', 'yang', 'gambar', 'budaya', 'indonesia', 'khusus', 'daerah', 'pulau', 'seperti', 'madura', 'hitung', 'sedikit', 'sehingga', 'dapat', 'rasa', 'makin', 'luntur', 'budaya', 'indonesia', 'bagi', 'anak', 'bangsa', 'ada', 'minat', 'game', 'yang', 'makin', 'banyak', 'dapat', 'guna', 'bagai', 'sarana', 'kenal', 'budaya', 'asli', 'madura', 'buah', 'aplikasi', 'game', 'tentang', 'olahraga', 'yang', 'sangat', 'gari', 'di', 'pulau', 'madura', 'sebut', 'seperti', 'kerap', 'sapi', 'adalah', 'sangat', 'penting', 'untuk', 'itu', 'perlu', 'bangun', 'aplikasi', 'game', 'kerap', 'sapi', 'bagai', 'upaya', 'lestari', 'budaya', 'bangsa', 'khusus', 'pulau', 'madura', 'dengan', 'upaya', 'buat', 'game', 'budaya', 'maka', 'bangun', 'game', 'awat', 'sapi', 'karapan', 'guna', 'metode', 'logika', 'fuzzy', 'fuzzy', 'logic', 'dengan', 'menginputkan', 'parameter', 'kuat', 'dan', 'sehat', 'sapi', 'karapan', 'untuk', 'tentu', 'harga', 'jual', 'sapi', 'karapan', 'dalam', 'buah', 'game', 'awat', 'sapi', 'karapankata', 'kunci', 'game', 'kerap', 'sapi', 'awat', 'sapi', 'kerap', 'budaya', 'madura']"
"['sistem', 'kenal', 'wajah', 'adalah', 'suatu', 'sistem', 'untuk', 'nali', 'identitas', 'diri', 'dari', 'orang', 'lalu', 'wajah', 'manusia', 'teknologi', 'ini', 'identifikasi', 'bagi', 'tubuh', 'manusia', 'yang', 'unik', 'dan', 'tetap', 'seperti', 'wajah', 'manusia', 'hal', 'khusus', 'di', 'bidang', 'identifikasi', 'dan', 'kenal', 'wajah', 'manusia', 'manfaat', 'olah', 'dan', 'juga', 'analisis', 'citra', 'wajah', 'yang', 'akan', 'peran', 'penting', 'dalam', 'proses', 'kenal', 'wajah', 'manusia', 'sistem', 'ini', 'dapat', 'di', 'manfaat', 'dalam', 'suatu', 'sistem', 'aman', 'di', 'bidang', 'biometrika', 'pada', 'teliti', 'ini', 'telah', 'di', 'bangun', 'suatu', 'perangkat', 'lunak', 'kenal', 'citra', 'wajah', 'manusia', 'guna', 'metode', 'two', 'dimensional', 'linear', 'discriminant', 'analysis', 'dlda', 'untuk', 'tentu', 'karakteristik', 'dari', 'wajah', 'manusia', 'sedang', 'pada', 'tahap', 'klasifikasi', 'guna', 'metode', 'angular', 'separation', 'untuk', 'ukur', 'mirip', 'antara', 'data', 'latih', 'training', 'dan', 'data', 'uji', 'coba', 'testing', 'lalu', 'proses', 'testing', 'gambar', 'wajah', 'ini', 'dapat', 'di', 'tahu', 'identitas', 'diri', 'dari', 'orang', 'dari', 'uji', 'coba', 'aplikasi', 'guna', 'klasifikasi', 'angular', 'separation', 'di', 'oleh', 'akurasi', 'kenal', 'benar', 'besar', 'pada', 'lima', 'pose', 'citra', 'wajah', 'latih', 'dan', 'lima', 'pose', 'citra', 'wajah', 'uji', 'coba', 'testing', 'dengan', 'jumlah', 'data', 'masing', 'masing', 'dua', 'ratus', 'citra', 'wajah', 'manusia', 'yang', 'di', 'ambil', 'dari', 'database', 'orl', 'dengan', 'guna', 'puluh', 'eigenkata', 'kunci', 'sistem', 'kenal', 'wajah', 'two', 'dimensional', 'linear', 'discriminant', 'analysis', 'angular', 'separation']"
"['teknologi', 'mobile', 'game', 'beroperating', 'system', 'open', 'source', 'kembang', 'dengan', 'sangat', 'pesat', 'karena', 'ragam', 'variasi', 'mobile', 'game', 'milik', 'banyak', 'minat', 'dari', 'bagai', 'kalang', 'hal', 'ini', 'yang', 'jadi', 'dasar', 'bagi', 'para', 'kembang', 'untuk', 'terus', 'kembang', 'mobile', 'game', 'pada', 'teliti', 'ini', 'buah', 'mobile', 'game', 'untuk', 'asah', 'mampu', 'berfikir', 'telah', 'kembang', 'dengan', 'implementasi', 'algoritma', 'prim', 'dan', 'depth', 'first', 'search', 'dalam', 'buat', 'algoritma', 'prim', 'terap', 'pada', 'saat', 'buat', 'lintas', 'dari', 'maze', 'sedang', 'algoritma', 'depth', 'first', 'search', 'terap', 'pada', 'saat', 'laku', 'proses', 'cari', 'solusinyadari', 'hasil', 'uji', 'dapat', 'simpul', 'bahwa', 'algoritma', 'prim', 'dan', 'depth', 'first', 'search', 'dapat', 'fungsi', 'dengan', 'baik', 'pada', 'resolusi', 'screen', 'x', 'pixels', 'dalam', 'bentuk', 'lintas', 'dan', 'cari', 'solusi', 'dari', 'mazekata', 'kunci', 'mobile', 'game', 'android', 'algoritma', 'prim', 'algoritma', 'depth', 'first', 'search']"
"['kantor', 'badan', 'pegawai', 'kota', 'bangkal', 'adalah', 'instansi', 'perintah', 'yang', 'gerak', 'di', 'bidang', 'layan', 'pegawai', 'untuk', 'tingkat', 'kualitas', 'layan', 'maka', 'perlu', 'ada', 'buah', 'sistem', 'informasi', 'yang', 'mampu', 'memonitoring', 'dan', 'bantu', 'proses', 'kerja', 'dari', 'dinas', 'sebut', 'oleh', 'karena', 'itu', 'dalam', 'teliti', 'ini', 'bahas', 'bagaimana', 'terap', 'architecture', 'enterprise', 'bkd', 'bangkal', 'dengan', 'menggunakkan', 'metode', 'togaf', 'adm', 'dan', 'mengimplementa', 'sikannya', 'dalam', 'buah', 'implementasi', 'aplikasi', 'enterprise', 'yang', 'akan', 'bentuk', 'jadi', 'satu', 'padu', 'dengan', 'egovernment', 'bangkal', 'togaf', 'adm', 'milik', 'empat', 'komponen', 'utama', 'arsitektur', 'bisnis', 'arsitektur', 'data', 'arsitektur', 'teknologi', 'dan', 'arsitektur', 'aplikasi', 'inti', 'togaf', 'guna', 'untuk', 'buat', 'architecture', 'enterprise', 'dari', 'semua', 'aspek', 'sebut', 'dalam', 'teliti', 'ini', 'akan', 'bahas', 'tentang', 'ancang', 'sistem', 'arsitektur', 'sistem', 'informasi', 'bkd', 'bangkal', 'bagai', 'subsistem', 'dari', 'egovernment', 'bangkal', 'dengan', 'guna', 'togaf', 'adm', 'tuju', 'agar', 'dapat', 'hasil', 'sistem', 'aplikasi', 'administrasi', 'kantor', 'badan', 'pegawai', 'daerah', 'bangkal', 'buat', 'blue', 'print', 'serta', 'baik', 'efisiensi', 'nyaman', 'serta', 'aksesibilitas', 'layan', 'hadap', 'publik', 'agar', 'lebih', 'baik', 'kata', 'kunci', 'arsitektur', 'interprise', 'togaf', 'adm', 'arsitektur', 'bisnis', 'arsitektur', 'data', 'arsitektur', 'aplikasi', 'arsitektur', 'teknologi']"
"['susun', 'sistem', 'informasi', 'dinas', 'industri', 'dagang', 'disperindag', 'kabupaten', 'bangkal', 'buat', 'untuk', 'tingkat', 'kualitas', 'layan', 'dan', 'bantu', 'proses', 'kerja', 'dari', 'dinas', 'sebut', 'salah', 'satu', 'faktor', 'dorong', 'manfaat', 'sistem', 'informasi', 'yang', 'lebih', 'baik', 'adalah', 'makin', 'tingkat', 'butuh', 'fungsi', 'layan', 'yang', 'jalan', 'tuju', 'dari', 'terap', 'arsitektur', 'enterprise', 'adalah', 'cipta', 'selaras', 'antara', 'bisnis', 'dan', 'teknologi', 'informasi', 'bagi', 'butuh', 'instansi', 'terap', 'arsitektur', 'enterprise', 'tidak', 'lepas', 'dari', 'bagaimana', 'buah', 'instansi', 'rencana', 'dan', 'rancang', 'arsitektur', 'enterprise', 'sebut', 'togaf', 'adm', 'rupa', 'metodologi', 'yang', 'lengkap', 'banyak', 'instansi', 'yang', 'tidak', 'paham', 'cara', 'jelas', 'tentang', 'tahap', '', 'tahap', 'dari', 'metodologi', 'sebut', 'terjemah', 'ke', 'dalam', 'aktivitas', 'ancang', 'arsitektur', 'enterprise', 'tahap', 'dalam', 'ancang', 'arsitektur', 'enterprise', 'sangat', 'penting', 'dan', 'akan', 'lanjut', 'pada', 'tahap', 'ikut', 'yaitu', 'rencana', 'implementasi', 'togaf', 'adm', 'milik', 'empat', 'komponen', 'utama', 'arsitektur', 'bisnis', 'arsitektur', 'data', 'arsitektur', 'teknologi', 'dan', 'arsitektur', 'aplikasi', 'pada', 'inti', 'togaf', 'guna', 'untuk', 'buat', 'arsitektur', 'enterprise', 'dari', 'semua', 'aspek', 'sebut', 'yang', 'hasil', 'model', 'dan', 'kerangka', 'dasar', 'dalam', 'kembang', 'sistem', 'informasi', 'yang', 'integrasi', 'untuk', 'dukung', 'butuh', 'dinas', 'industri', 'dagang', 'sesuai', 'dengan', 'atur', 'bupati', 'bangkal', 'nomor', 'tahun', 'tentang', 'urai', 'tugas', 'jabat', 'struktural', 'pada', 'dinas', 'industri', 'dan', 'dagang']"
"['usaha', 'perintah', 'maupun', 'swasta', 'punya', 'tuju', 'yang', 'harus', 'capai', 'capai', 'tuju', 'usaha', 'dapat', 'laku', 'dengan', 'manfaat', 'sumber', 'daya', 'yang', 'milik', 'cara', 'optimal', 'salah', 'satu', 'sumber', 'daya', 'sebut', 'adalah', 'sumber', 'daya', 'manusia', 'yang', 'milik', 'oleh', 'usaha', 'sesuai', 'dengan', 'atur', 'yang', 'telah', 'tetap', 'pt', 'surya', 'madistrindo', 'pamekasan', 'dalam', 'laku', 'proses', 'promosi', 'jabat', 'maka', 'perlu', 'kriteriakriteria', 'seperti', 'aspek', 'kapasitas', 'intelektual', 'aspek', 'sikap', 'kerja', 'dan', 'aspek', 'perilaku', 'yang', 'masingmasing', 'punya', 'sub', 'kriteria', 'sendiri', 'metode', 'yang', 'guna', 'adalah', 'metode', 'fuzzy', 'analytic', 'network', 'process', 'fanp', 'metode', 'fanp', 'sendiri', 'guna', 'untuk', 'cari', 'bobot', 'prioritas', 'penting', 'dari', 'seluruh', 'kriteria', 'dan', 'sub', 'kriteria', 'yang', 'telah', 'tetap', 'dan', 'bagai', 'proses', 'rangking', 'atas', 'bobot', 'kriteria', 'masingmasing', 'data', 'karyawan', 'bobot', 'oleh', 'dari', 'hasil', 'kuesioner', 'yang', 'laku', 'oleh', 'pimpin', 'usaha', 'proses', 'rangking', 'laku', 'dengan', 'cara', 'ali', 'nilai', 'bobot', 'dari', 'kriteria', 'ke', 'tiaptiap', 'sub', 'kriteria', 'sehingga', 'mampu', 'seleksi', 'karyawan', 'yang', 'hak', 'duduk', 'jabat', 'yang', 'sedia', 'dasar', 'kriteriakriteria', 'yang', 'tentu', 'dari', 'hasil', 'uji', 'coba', 'dalam', 'selesai', 'studi', 'kasus', 'proses', 'promosi', 'jabat', 'karyawan', 'hasil', 'nilai', 'akurasi', 'besar', 'kata', 'kunci', 'sistem', 'dukung', 'putus', 'promosi', 'jabat', 'fuzzy', 'analytic', 'network', 'process', 'fanp']"
"['layan', 'makan', 'bagi', 'pasien', 'rawat', 'inap', 'di', 'rumah', 'sakit', 'punya', 'tuju', 'untuk', 'beri', 'menu', 'diet', 'yang', 'sesuai', 'dengan', 'syarat', 'gizi', 'minimal', 'dan', 'sesuai', 'dengan', 'sakit', 'yang', 'derita', 'pasien', 'sampai', 'saat', 'ini', 'menu', 'yang', 'sedia', 'pihak', 'rumah', 'sakit', 'kurang', 'perhati', 'butuh', 'kalori', 'pasien', 'per', 'individu', 'sehingga', 'akibat', 'sedia', 'makan', 'kepada', 'pasien', 'tidak', 'sesuai', 'dengan', 'butuh', 'kalori', 'hari', 'dari', 'pasien', 'oleh', 'karena', 'itu', 'buat', 'sistem', 'dukung', 'putus', 'untuk', 'rekomendasi', 'menu', 'diet', 'pasien', 'bagai', 'alat', 'bantu', 'dalam', 'sedia', 'menu', 'makan', 'bagi', 'pasienmetode', 'yang', 'guna', 'yaitu', 'metode', 'harris', 'benedict', 'untuk', 'hitung', 'total', 'kalori', 'pasien', 'dan', 'metode', 'euclidean', 'untuk', 'perankingannya', 'maka', 'harap', 'aplikasi', 'sistem', 'dukung', 'putus', 'yang', 'buat', 'ini', 'mampu', 'untuk', 'rekomendasi', 'menu', 'diet', 'kepada', 'pasien', 'serta', 'jelas', 'kena', 'butuh', 'kalori', 'hari', 'untuk', 'asupan', 'makan', 'hari', 'dan', 'makan', 'yang', 'harus', 'dibatasikata', 'kunci', 'sistem', 'dukung', 'putus', 'harris', 'benedict', 'dan', 'euclidean']"
"['susun', 'sistem', 'dukung', 'putus', 'pilih', 'teknik', 'rekayasa', 'butuh', 'buat', 'untuk', 'bantu', 'kembang', 'perangkat', 'lunak', 'dalam', 'bangun', 'buah', 'proyek', 'perangkat', 'lunak', 'pilih', 'teknik', 'rekayasa', 'butuh', 'umum', 'dasar', 'pada', 'pilih', 'system', 'dan', 'analis', 'yang', 'sangkut', 'daripada', 'dasar', 'karakteristik', 'teknik', 'rekayasa', 'butuh', 'yang', 'sesuai', 'pada', 'proyek', 'perangkat', 'lunak', 'sebut', 'untuk', 'dapat', 'hasil', 'perangkat', 'lunak', 'yang', 'baik', 'maka', 'proses', 'evaluasi', 'dan', 'pilih', 'teknik', 'rekayasa', 'butuh', 'rupa', 'salah', 'satu', 'tahap', 'yang', 'sangat', 'penting', 'dalam', 'buah', 'proyek', 'kembang', 'perangkat', 'lunakdidalam', 'spk', 'ini', 'laku', 'proses', 'pilih', 'antara', 'teknik', 'rekayasa', 'butuh', 'dan', 'kriteria', 'atribut', 'project', 'yang', 'ingin', 'oleh', 'kembang', 'perangkat', 'lunak', 'lanjut', 'laku', 'proses', 'clustering', 'guna', 'metode', 'self', 'organizing', 'map', 'som', 'parameter', 'yang', 'guna', 'dalam', 'adalah', 'distance', 'matrix', 'karena', 'paling', 'tepat', 'guna', 'untuk', 'tangan', 'data', 'multi', 'dimensional', 'euclidean', 'dan', 'canberra', 'adalah', 'jenis', 'distance', 'matrix', 'yang', 'lazim', 'guna', 'karena', 'tingkat', 'akurasi', 'yang', 'baik', 'untuk', 'tangan', 'kasus', 'data', 'riilhasil', 'akhir', 'yang', 'oleh', 'yaitu', 'banding', 'hasil', 'clustering', 'guna', 'metode', 'som', 'bas', 'euclidean', 'distance', 'dan', 'canberra', 'distance', 'matrix', 'sehingga', 'hasil', 'teknik', 'rekayasa', 'butuh', 'yang', 'efisien', 'obyektif', 'dan', 'sesuai', 'dengan', 'karakteristik', 'proyek', 'perangkat', 'lunakkata', 'kunci', 'sistem', 'dukung', 'putus', 'teknik', 'rekayasa', 'butuh', 'clustering', 'self', 'organizing', 'map', 'canberra', 'distance', 'matrix']"
"['sidik', 'jari', 'adalah', 'salah', 'satu', 'karakteristik', 'fisik', 'manusia', 'yang', 'saat', 'ini', 'banyak', 'guna', 'untuk', 'identifikasi', 'manusia', 'karena', 'sidik', 'jari', 'punya', 'karakteristik', 'yang', 'tidak', 'dapat', 'ubah', 'kecuali', 'jika', 'luka', 'atau', 'rusak', 'akibat', 'celaka', 'sidik', 'jari', 'sangat', 'perlu', 'untuk', 'bagai', 'kasus', 'tindak', 'kriminal', 'seperti', 'curi', 'curang', 'administrasi', 'sehingga', 'ada', 'proses', 'deteksi', 'sidik', 'jari', 'dapat', 'mudah', 'pihakpihak', 'yang', 'wajib', 'untuk', 'tangan', 'beberapa', 'kasus', 'sebut', 'proses', 'deteksi', 'ini', 'di', 'laku', 'dalam', 'program', 'komputer', 'dengan', 'laku', 'beberapa', 'tahap', 'hitung', 'tentu', 'titik', 'tengah', 'atau', 'yang', 'biasa', 'di', 'kenal', 'dengan', 'corepoint', 'adalah', 'buah', 'proses', 'awal', 'yang', 'sangat', 'peran', 'penting', 'dalam', 'proses', 'identifikasi', 'manusia', 'dapat', 'dua', 'cara', 'untuk', 'tentu', 'corepoint', 'atau', 'titik', 'tengah', 'sidik', 'jari', 'yaitu', 'cara', 'manual', 'dan', 'otomatis', 'cara', 'manual', 'dapat', 'di', 'laku', 'dengan', 'kasat', 'mata', 'sedang', 'cara', 'otomatis', 'dapat', 'di', 'tentu', 'dengan', 'guna', 'suatu', 'sistem', 'pada', 'tugas', 'akhir', 'ini', 'untuk', 'tentu', 'corepoint', 'sidik', 'jari', 'cara', 'otomatis', 'guna', 'metode', 'geometry', 'of', 'region', 'technique', 'grcitra', 'yang', 'guna', 'pada', 'tugas', 'akhir', 'oleh', 'dari', 'database', 'fvc', 'fingerprintbitmaps', 'hasil', 'uji', 'coba', 'sistem', 'yang', 'baik', 'untuk', 'deteksi', 'corepoint', 'sidik', 'jari', 'guna', 'metode', 'geometry', 'of', 'region', 'technique', 'gr', 'dengan', 'm', 'dan', 'v', 'pada', 'proses', 'normalisasi', 'dan', 'guna', 'ukur', 'blok', 'x', 'pixel', 'hasil', 'akurasi', 'sistem', 'yang', 'dapat', 'besar', 'kata', 'kunci', 'sidik', 'jari', 'corepoint', 'geometry', 'of', 'region', 'technique', 'gr', 'normalisasi']"
