Abstrak,Topik 1,Topik 2,Topik 3
,0.0008112672384711526,0.7139767500984795,0.28521198266304937
,0.35582373560937564,0.32956829872137733,0.3146079656692469
,0.0005427234997369309,0.9989145573088286,0.0005427191914343806
,0.4096515760025299,0.0008675882814650319,0.5894808357160051
,0.998736288097239,0.0006318217176360402,0.0006318901851250538
,0.5312755915992544,0.0005738567076012909,0.46815055169314435
,0.0005771715010788731,0.0005771512015592419,0.9988456772973618
,0.9268004823495463,0.07245469321784459,0.000744824432609228
,0.0005398153377204945,0.000539836969997381,0.9989203476922821
,0.0004920768127644586,0.9990158167151298,0.0004921064721057299
,0.7093623186192662,0.28994926051882564,0.0006884208619081785
,0.0005201211918792622,0.9989597385160782,0.0005201402920425436
,0.0005311872479497037,0.9989375994400286,0.000531213312021737
,0.0005201333358216367,0.9989597305719536,0.0005201360922246167
,0.38849487885909517,0.5484763093917815,0.06302881174912323
,0.99897566837925,0.0005121978415749064,0.0005121337791750275
,0.0006654690482925922,0.998668980465867,0.0006655504858404123
,0.0004801829103748293,0.00048017385283055723,0.9990396432367946
,0.23271263824411048,0.7664954318644824,0.0007919298914070072
,0.0005641846087502309,0.9590726017747577,0.040363213616492206
,0.0005738672492166796,0.0005738513024903556,0.998852281448293
,0.0005456607955077415,0.2611961150859608,0.7382582241185315
,0.0005340163170204421,0.9989319505367433,0.0005340331462362235
,0.0007919599261051682,0.9984160569637421,0.0007919831101526481
,0.21646396581134006,0.7830391146890856,0.0004969194995743585
,0.799593253274104,0.19985195659630414,0.0005547901295918769
,0.1701687805623112,0.013530332780384225,0.8163008866573046
,0.0005738816520794949,0.9988522382875992,0.0005738800603213669
,0.5204773130818635,0.000688403457760669,0.47883428346037576
,0.4088688676780397,0.09606004923935599,0.49507108308260445
,0.1371477862092897,0.5636382439088578,0.29921396988185256
,0.0005174291672682032,0.9989651396483668,0.0005174311843649365
,0.9250729890326821,0.07422410765384321,0.0007029033134747193
,0.0005978957695452488,0.9988042500199464,0.000597854210508266
,0.0005256514802742819,0.34725687501985025,0.6522174734998755
,0.632337340713961,0.0006051102730227797,0.3670575490130163
,0.7145716572658389,0.2846944863812169,0.0007338563529442393
,0.0006014825945264102,0.9987969885144345,0.0006015288910390255
,0.35266948357251116,0.6467533014129434,0.0005772150145455165
,0.5341272211585448,0.0004969081360673495,0.4653758707053878
,0.11300466091359736,0.0005283773132928754,0.8864669617731097
,0.0004944143002025593,0.9990111505757897,0.0004944351240077297
,0.0004028208838805883,0.9991943578297198,0.00040282128639956166
,0.0005839393667015542,0.9988321409908169,0.0005839196424814895
,0.8780927981431336,0.12133335124611253,0.0005738506107537941
,0.09314520011499462,0.4272551906799413,0.47959960920506406
,0.0005738544375770161,0.02692406556421407,0.9725020799982089
,0.998980873695489,0.0005095326731377578,0.0005095936313731905
,0.0006654992521914579,0.3987613239101807,0.6005731768376278
,0.0004969493116082205,0.4131745541484132,0.5863284965399785
,0.0006610798630292508,0.9986777761055414,0.000661144031429419
,0.9990256163160389,0.0004871916926818545,0.00048719199127916297
,0.0005673151643258308,0.9988653605276019,0.0005673243080723502
,0.11588388254651387,0.0006399239758474912,0.8834761934776386
,0.6196031354773642,0.3798599650215092,0.0005368995011267208
,0.0004895854064038055,0.9990208358964582,0.0004895786971380111
,0.03901658747836344,0.41734620710170023,0.5436372054199362
,0.0006979651692713125,0.0006979946771167292,0.9986040401536119
,0.9989431551789287,0.0005284699586673794,0.0005283748624039186
,0.0006240393470003057,0.9987519865564582,0.000623974096541481
,0.9875519866036843,0.0005174764510232045,0.011930536945292418
,0.5847806012387041,0.0005978808606711102,0.4146215179006247
,0.9989703759253793,0.0005148305100772327,0.0005147935645433805
,0.0006441109215784517,0.8157418873978545,0.18361400168056705
,0.00046026913065170654,0.6300500903203373,0.369489640549011
,0.0005457136739882827,0.9989086048765761,0.0005456814494356017
,0.0008047588826412086,0.7796321285413628,0.21956311257599612
,0.0005873401653188636,0.9988253323295085,0.0005873275051725148
,0.44875166525930515,0.0008906626751438478,0.550357672065551
,0.0006980127694389218,0.0006979779088806977,0.9986040093216805
,0.5661685349704804,0.43326410125588855,0.0005673637736310917
,0.0005609734530038664,0.0005609789048166393,0.9988780476421796
,0.4450370390671192,0.11248136951897576,0.442481591413905
,0.004927654942346406,0.8250492282298635,0.17002311682779
,0.6572109629746455,0.342266133754671,0.0005229032706834494
,0.9425866852069725,0.05687638907718404,0.000536925715843464
,0.5100795871804559,0.4894175713792608,0.0005028414402833092
,0.36151477884842215,0.6202990164665605,0.018186204685017363
,0.26909322425696464,0.6093794940569417,0.12152728168609371
,0.0005284216896438352,0.3381219544460822,0.6613496238642741
,0.0005642815953560252,0.0005641515739958038,0.9988715668306481
,0.6049894290776819,0.39451116766687394,0.000499403255444167
,0.0006051207703326214,0.14187691863757862,0.8575179605920887
,0.9990621108860414,0.00046894126481733853,0.0004689478491413236
,0.00047563190046452723,0.9990487189381614,0.00047564916137403656
,0.9485600425422579,0.05060147445197357,0.0008384830057684755
,0.0005228602495366333,0.9989543027339879,0.0005228370164754235
,0.0005368777646271601,0.0005369163461301743,0.9989262058892426
,0.0005121522129044694,0.9989757022389119,0.0005121455481837024
,0.0005547835487987974,0.8893028618440374,0.11014235460716387
,0.0005043919914049481,0.9989912183020254,0.0005043897065696274
,0.25551583612009626,0.000482503892868229,0.7440016599870355
,0.0008046118372478786,0.7605365264028103,0.23865886175994186
,0.0005174327427898983,0.0005175012334736788,0.9989650660237365
,0.0004419786869474563,0.0004420277567067927,0.9991159935563457
,0.5414135856009903,0.45794643584823874,0.0006399785507710488
,0.0005805103726930386,0.5496598573659537,0.4497596322613533
,0.0006440753119858253,0.0006440664570042249,0.9987118582310098
,0.9988389545240669,0.0005805030342982821,0.0005805424416347992
,0.9990665007018344,0.00046673002821806314,0.0004667692699475145
,0.0005368729361220171,0.9989262533844241,0.0005368736794538456
,0.9983089302116472,0.0008455079499088226,0.0008455618384439156
,0.0005427418618607725,0.9989145361784909,0.000542721959648359
,0.9989962706001458,0.0005018660546341906,0.0005018633452200666
,0.0005738250333520613,0.9988523495922232,0.0005738253744247622
,0.0005486489709062265,0.9989027052194656,0.0005486458096281258
,0.47598355828534783,0.5234989875657586,0.0005174541488935405
,0.09982895989122734,0.4895886394619091,0.41058240064686347
,0.0005640984097075956,0.9988717930623507,0.0005641085279417112
,0.07692336737830834,0.07692326286885061,0.8461533697528411
,0.0006400002383560144,0.5314339971645777,0.4679260025970661
,0.1515714235350136,0.8478045977171152,0.0006239787478710837
,0.0005673137190858392,0.9988653667983162,0.0005673194825979963
,0.0008986089398243775,0.9982027680879302,0.0008986229722453185
,0.0004215235600771822,0.8168716825622286,0.18270679387769417
,0.0005839140235342262,0.9988321899610918,0.0005838960153739305
,0.0006050689447473057,0.9987898534250922,0.0006050776301604427
,0.0005578613057230995,0.6570005971204035,0.3424415415738733
,0.0008675014992421191,0.9982649480624737,0.0008675504382841727
,0.33310143401609926,0.6662374784694008,0.0006610875144997551
,0.35974007532791347,0.6396116570562043,0.000648267615882303
,0.0005547137374283408,0.9988905400838147,0.0005547461787569494
,0.0005256293975513936,0.3642169493610923,0.6352574212413563
,0.0005839255058969969,0.9988321616327505,0.0005839128613525785
,0.9549178103190897,0.044393835098654064,0.000688354582256213
,0.0005456701746070507,0.9989086754536498,0.0005456543717430432
,0.08208146508373129,0.9173277025517598,0.0005908323645091246
,0.0005069309133335976,0.9989861252952877,0.000506943791378627
,0.0005487140964223451,0.0005486798789325944,0.998902606024645
,0.576784419396861,0.42266984965124355,0.0005457309518954175
